,annotation_id,id,text,class,label
1404,56296907,1893047568550240480,Eine starke SPD bedeutet mehrfuerdich.,Propaganda,1
44,56065929,1892711356022903112,Und das sollten wir - als starke Europäer“ sagt Annalena Baerbock in der Schlussrunde.,Propaganda,1
493,56065388,1876613601340932442,Wir gedenken heute der Opfer des Anschlags.,Non-Propaganda,0
915,56125149,1879223891706761686,Bürgerräte könnten Antworten finden.,Non-Propaganda,0
903,56126152,1880305543190835214,Olaf Scholz zum SPD-Vorschlag MadeinGermanyBonus:,Non-Propaganda,0
853,56620478,1892964052143325200,Freiheit braucht heutzutage jeden Unterstützer.,Propaganda,1
1295,56615579,1887627739353559423,"Für die vielen, vielen Wohnungen, die es jetzt schon gibt, brauchen wir einen Mietendeckel, damit die Wohnungen bezahlbar sind.",Propaganda,1
326,56065523,1893251385430294567,"Denn es geht letztlich darum, Verantwortung",Non-Propaganda,0
1710,56299115,1882023262768726510,Die Wirtschaftswende ist finanzierbar.,Propaganda,1
395,56125031,1889731433310155172,FriedrichMerz ist für sie der richtige Kandidat.,Propaganda,1
1537,56126139,1888167454255313062,".Markus_Soeder: Wir sind diejenigen, die sagen: Wir dürfen unser Land nicht den Radikalen überlassen.",Propaganda,1
198,56071680,1893279133536235729,Wir haben vor drei Jahren gesagt:,Non-Propaganda,0
897,56123422,1891891309750706606,Das ist Hohn für Millionen Rentner.,Propaganda,1
1656,56067407,1882299793286090770,"Die Grünen wollen etwa ein Drittel, die AfD sogar über die Hälfte des Bundeshaushalts im Rüstungs-Filz versenken.",Propaganda,1
1231,56616516,1878871560091803777,"Klimaschutz ist „Luxusgedöns""?",Propaganda,1
471,56118122,1878098549012930942,Die Wahrheit ist: Es gibt keinen anstrengungslosen Wohlstand.,Propaganda,1
684,56299139,1887506401527758868,Friedrich Merz flirtet ja schon wieder mit den Grünen.,Propaganda,1
520,56618433,1891600469555818511,Mit klaren Regeln integrieren wir dringend benötigte Arbeitskräfte.,Propaganda,1
1939,56122337,1880982345995718887,"Ich werde es dabei belassen, dass ich hier zu Hause bin, dass ich mich hier kümmere, dass ich da bin und dass ich den Kontakt und die Begegnung mit den Menschen, aber auch unserer wunderbaren Natur",Non-Propaganda,0
662,56617566,1876248461886321092,Wir brauchen einen Politikwechsel in Deutschland.,Propaganda,1
512,56126599,1879943161788924297,"Wir brauchen jemanden, der besonnen ist.",Propaganda,1
1290,56123320,1891246749324308678,"Deshalb ist jetzt der Moment, sich klarzumachen, wer wir sind und wofür wir stehen: Europe United.",Propaganda,1
958,56119097,1881309097049391462,"Nur, wer CSU wählt, stärkt Bayern.",Propaganda,1
1569,56303446,1893068869238956495,"Unser Freund Herbert Mertin, Justizminister von Rheinland-Pfalz, ist plötzlich verstorben.",Non-Propaganda,0
1316,56118662,1886348671177924699,Die AfD-Co-Chefin hat einen entscheidenden Vorteil:,Non-Propaganda,0
232,56125134,1892304752928539120,Wir müssen eine Bresche schlagen in die Bürokratie unseres Landes.,Propaganda,1
1573,56123685,1889066615083294949,Servicepost Buendnis_SarahW: Die Ukraine ist ein souveräner Staat.,Non-Propaganda,0
1098,56617173,1887139121174385036,"Wer freiwillig mehr arbeiten will, soll mehr Netto vom Brutto haben - noch vor der Sommerpause!",Propaganda,1
1747,56296507,1880557565236375893,Jetzt geht's los!,Non-Propaganda,0
1112,56619663,1892207926606987753,Keine Stimme für CDU und Grüne!,Propaganda,1
1597,56617878,1876577306140958927,Nach über zwanzig Jahren fast am Stück in der Regierung trägt die SPD hohe Verantwortung für die Lage des Landes.,Non-Propaganda,0
158,56621311,1888126443210547548,Das CDU-Programm reißt dagegen eine Lücke von 100 Milliarden,Propaganda,1
955,56619446,1890140399508840783,Merz redet bei Klartext mal wieder vom Klimageld.,Non-Propaganda,0
1899,56065574,1884207911611556186,"Es waren die Konservativen, die 1933 die Schlüssel zur Macht an die Nazis übergaben.",Propaganda,1
1524,56071444,1892586069192847377,"Die Zweitstimme geben der FDP einige von denjenigen, die die CDU präsentiert.",Propaganda,1
397,56117536,1880148542565618109,Und dieser Typ will Kanzler werden?,Propaganda,1
1233,56296821,1886150608094171607,In ganz Deutschland wurde ein Zeichen gesetzt!,Propaganda,1
574,56617816,1892898730585510177,Jede Stimme zählt!,Propaganda,1
1989,56067783,1882856698836361220,Kein Kanzler steht über dem Gesetz.,Non-Propaganda,0
830,56619425,1880584463585058919,Ich finde immer noch: Es sollte keine Milliardäre geben.,Propaganda,1
1507,56069671,1875835071967760840,Diese Wahl ist eine Richtungsentscheidung.,Non-Propaganda,0
822,56615745,1893194604557611517,Schalte ein!,Non-Propaganda,0
200,56626984,1891614483644051957,Machen wir uns ehrlich:,Non-Propaganda,0
458,56124276,1880293312906543489,Weil viel Applaus in Wolfsburg: „Wir müssen viele Herausforderungen stemmen.,Propaganda,1
212,56071982,1885736256174223729,"Schon mal erwogen, dass grüne Politik die AfD erst groß gemacht hat?",Propaganda,1
666,56616481,1878093330145296854,Besser für Deutschland.,Propaganda,1
1592,56122549,1883125088750621082,"Ich bin doch nicht in der CDU, um alles über Bord zu werfen, was uns groß und stark gemacht hat.",Non-Propaganda,0
1359,56618062,1883928020332994903,"Europa ist unser Frieden, unsere Freiheit, unsere Stärke.",Propaganda,1
1416,56618233,1878081820329201879,"Friedrich Merz ist ein großartiger Oppositionsführer, Olaf Scholz dagegen ist regierungserfahren, er hat einen klaren Kompass und verlässliche Prinzipien.",Propaganda,1
90,56304861,1879546856382099968,Ohne eine starke Wirtschaft kein starker Sozialstaat.,Propaganda,1
843,56123402,1891229976432607575,Die Schere zwischen arm und reich wird immer größer – das ist ein Gerechtigkeitsproblem.,Propaganda,1
946,56071467,1891159641075097913,Ein Mann aus dem „Team Habeck!,Non-Propaganda,0
265,56621486,1893422736292065406,"Die Autoindustrie ist der größte Industriezweig und verdient eine starke und verlässliche Politik, die Planungssicherheit bietet und bereits Geschafftes nicht wieder rückabwickelt.",Propaganda,1
1523,56124490,1890121335021658351,Die Zukunft gehört dem E-Auto.,Propaganda,1
1006,56118692,1888886155027915178,"Wer das wirtschaftliche Leistungszentrum Deutschlands gezielt schwächt, schwächt das ganze Land.",Propaganda,1
1838,56119562,1876217337524994347,"Den nachfolgenden Generationen keine Schuldenberge zu hinterlassen ist ein Gebot sittlicher Reife“, so Hans-Ulrich ruelke bei 3K25.",Propaganda,1
1345,56621422,1886419839754871004,Wer hat denn damals dagegen gestimmt?,Non-Propaganda,0
521,56117780,1893381835566260344,Familien verdienen echte Entlastung – und genau die liefern wir:,Propaganda,1
226,56620577,1876244690280091934,Die Vorschläge von Robert Habeck für Schulden an der Schuldenbremse vorbei belaufen sich auf mindestens eine halbe Billion Euro bis ungefähr zum Jahr 2030.,Non-Propaganda,0
793,56296903,1886706706287120593,Unser Motto: Wir kämpfen entschlossen für die Menschen in Deutschland!,Propaganda,1
971,56065914,1890133942243655835,Wir müssen Kompromisse wieder als Stärke begreifen.,Non-Propaganda,0
1589,56071745,1879208615455678502,"Nach zwei Straftaten abschieben"": Wie diese CDU-Forderung aussieht, erkennt man im schwarz-grün regierten BaWü.",Propaganda,1
1611,55973252,1878088079665238433,Ich kann das nicht alleine.,Non-Propaganda,0
336,56303247,1892699487371456765,"Der Fehler der letzten Jahre ist, dass Klimaschutz nie sozial gedacht wurde.",Propaganda,1
1242,56620094,1887070816744923618,"Man fühlt sich nicht alleine, das ist immer gut.",Non-Propaganda,0
285,56118198,1884557868772282842,Es wäre ein historischer Fehler.,Propaganda,1
275,56620083,1890045607600878014,"München, Aschaffenburg, Magdeburg , Solingen, Mannheim & viele andere Tatorte zeigen:",Non-Propaganda,0
837,56621645,1879554316727714118,Deshalb schlägt OlafScholz den „Made in Germany“-Bonus vor.,Non-Propaganda,0
777,56621479,1877454712225579198,Danke fürs Zuhören!,Non-Propaganda,0
741,56618840,1876306020601114847,"Wenn Regierungen den Politikwechsel nicht schaffen, werden am Ende Populisten erfolgreich sein.",Propaganda,1
233,56621543,1878088079665238433,"Sorgen wir dafür, dass eine Politik mehrheitsfähig wird, die nach vorne geht, die die Ärmel hochkrempelt und bereit ist, sich reinzuhängen.",Propaganda,1
1692,56066423,1891508298630737925,"Du willst, dass unser Land Kurs hält beim Klimaschutz?",Non-Propaganda,0
1288,55973250,1879863176583639374,Schaltet auf jeden Fall ein!,Non-Propaganda,0
802,56122840,1881764126047002648,"Ja, wir brauchen gute Beziehungen zu den USA, aber keine Juniorpartnerschaft, die deutschen Interessen schadet.",Propaganda,1
1409,56616907,1877702667037704489,AfD-Kanzlerkandidatin Weidel über Elon Musk und den Zusammenbruch des Euro,Non-Propaganda,0
1036,56627109,1891234595166634122,Bei der Bundestagswahl geht es um einen Politikwechsel für Deutschland.,Propaganda,1
1079,56297741,1890827004120813773,Die Zukunft gestalten wir hier und jetzt.,Propaganda,1
1442,56617261,1888693067969896535,Wir gratulieren Heidi Reichinnek für ihren Sieg im Kanzlerduell.,Non-Propaganda,0
166,56123719,1888309947097915466,Für Arbeitnehmerinnen und Arbeitnehmer kämpfe ich auch heute noch.,Non-Propaganda,0
1930,56123027,1892830363371659618,Wo der Algorithmus uns noch nicht an der Angel hatte?,Propaganda,1
1039,56621317,1887924958254481512,"Das muss sich jeder Politiker, jede Politikerin fragen.",Non-Propaganda,0
1645,56119285,1882454956059627732,Wir als CDU stehen für ein starkes Europa.,Propaganda,1
110,56616798,1891232227272307158,Kreuzverhör DeshalbDieLinke BTW2025,Non-Propaganda,0
1818,56123913,1878775401855824106,Ich habe mich tatsächlich im Buch vertan.,Non-Propaganda,0
484,56615765,1892914384877334904,Am Sonntag GRÜN wählen!,Non-Propaganda,0
659,56068137,1890796406652178479,"»Ihr habt ja ganz schöne Ideen, aber wie soll man das alles finanzieren?«",Non-Propaganda,0
235,56066225,1889332158638006353,Sie haben alle in ihrem Leben noch nie gearbeitet.,Propaganda,1
1177,56617991,1890860331469041957,Respektieren wir alle ihre Bitte.,Non-Propaganda,0
1240,56122753,1888672409659801673,Mehr Abschiebehaft-Plätze.,Propaganda,1
1201,56616530,1874187986386255961,"Gemeinsam kämpfen wir für eine gerechte, friedliche und lebenswerte Zukunft.",Propaganda,1
63,56626810,1890806618247376957,"Servus, der Kanzler kommt!",Non-Propaganda,0
587,56618564,1878040015885709544,Sie alle gemeinsam haben nach der grauenhaften Amokfahrt von Magdeburg die Verletzten versorgt.,Non-Propaganda,0
1713,56118216,1872960632527437917,Wir stehen für wirtschaftliche Vernunft und sozialen Fortschritt.,Propaganda,1
1183,56117508,1892291815501344830,Danke Herbert_Kickl für den Wahlaufruf aus Österreich!,Non-Propaganda,0
1042,56066464,1887846034660892679,In vielen Regionen und Kommunen kann man schon vor dem 23. Februar von seinem Wahlrecht Gebrauch machen.,Non-Propaganda,0
1841,56069101,1888935752035082700,Wir haben die wichtigsten Fragen um die Rente herum verglichen.,Non-Propaganda,0
303,56117701,1886460686722552305,Gemeinsam für den Politikwechsel.,Propaganda,1
1551,56619017,1877704209891553713,_FriedrichMerz steht wie kein anderer für Steuerentlastungen.,Propaganda,1
737,56616408,1880545184980861097,Dafür stehen wir.,Non-Propaganda,0
810,56125585,1873483349353697614,Jimmy Carter hat ein Jahrhundert besichtigt.,Non-Propaganda,0
1882,56117550,1879574287436452266,"Erhält Frau von der Leyen den Karlspreis für die mutwillige Zerstörung der europäischen Autoindustrie oder für die grässliche EU-Bürokratie, die immer mehr Wohlstand erstickt?",Propaganda,1
882,56621650,1888698413602275362,"Statt uns tiefer in die Krise zu reiten, sollte er lieber auf seine Parteikollegen hören, die bereits Regierungserfahrung haben.",Non-Propaganda,0
146,56618008,1888554560228110644,Das ist unser Auftrag: die Mitte darf sich nicht einschüchtern lassen.,Non-Propaganda,0
209,56067765,1886119070426083495,Wir weiten den Mutterschutz aus!,Propaganda,1
1431,56303976,1882002629460656481,"Letzte Woche war roberthabeck im Twitch Stream von HandOfBlood und hat dem Obertwitcher versprochen, zum Thema Gemeinnützigkeit von E-Sport-Vereinen Infos einzuholen.",Non-Propaganda,0
320,56303998,1889338832522256646,Das Leben wird unsicher und teurer.,Propaganda,1
1979,56615462,1888676817713701294,Friedrich Merz bringt die Energiepolitik der Ampel mit einem Wort auf den Punkt: Irrsinn!,Propaganda,1
259,56065775,1892111557032632680,Wir werden die Namen der Opfer nicht vergessen.,Non-Propaganda,0
1196,56296760,1892677638004900322,Den gibt es nur mit einer starken CSU.,Propaganda,1
823,56296548,1888642665400439034,Bist du dabei?,Non-Propaganda,0
2,56118021,1890705272596758530,1. Die FDP stellt als einzige Partei die Freiheit des Individuums ins Zentrum.,Propaganda,1
26,56069028,1888674192662376932,Die Preise steigen.,Non-Propaganda,0
495,55973273,1893019524724674648,"Ich wünsche dem Verletzten alle Kraft, die er jetzt benötigt.",Non-Propaganda,0
241,56071834,1873772334869258303,Die Sondersitzung des Innenausschusses deckt unfassbares Staatsversagen auf!,Propaganda,1
1341,56619363,1877434606523232499,Beim Dreikönigstreffen der FDP setzen wir ein klares Zeichen:,Non-Propaganda,0
1985,56067594,1876584581526114813,"Schluss mit Verschwendung, Zeit für sichere Renten.",Propaganda,1
1809,56618966,1889270843940786680,Sie sagen: Wir können uns eine Steuerentlastung nicht leisten.,Non-Propaganda,0
1635,56616970,1887166485555990741,Danke für den Support!,Non-Propaganda,0
1778,56617673,1878091453005504747,Wir lieben klare Ansagen von hubertus_heil.,Non-Propaganda,0
137,56617562,1890778055821664278,"In eigener Sache: Seit mehren Jahren kämpfe ich für Zugang zu Kommunikation von Olaf Scholz, Wolfgang Schmidt und Weiteren in der Causa Warburg sowie in der Causa der E-Mails mit dem ehem. Eigentümer der Cybersecurity Firma, die Kommunikation der Bundesregierung verschlüsselte",Non-Propaganda,0
1273,56118575,1887171167225549025,Das ist richtig und wichtig!,Propaganda,1
1846,56067157,1884612752137667040,"Als gäbe es die toten Kinder nicht, werden parteipolitische Spielchen über das Leben unschuldiger Bürger gestellt.",Propaganda,1
994,56126494,1891586802764357997,So geht klimafreundliche und bezahlbare Mobilität!,Propaganda,1
425,56303969,1892618520476737688,Selenskyj ist das gewählte Staatsoberhaupt der Ukraine.,Non-Propaganda,0
312,56298593,1892291858098737369,Los geht's.,Non-Propaganda,0
1920,56626839,1893314813515976870,Endlich frei sein im eigenen Land!,Propaganda,1
883,56616772,1881569372193603605,Es ist kein Notlagenbeschluss nötig.,Non-Propaganda,0
1075,56126747,1892977870793843181,Am Sonntag mit beiden Stimmen AfD: Holen wir uns gemeinsam unser Land zurück!,Propaganda,1
1706,56119174,1880689679793639577,Unser Kanzlerkandidat _FriedrichMerz macht zum Auftakt seiner Wahlkampftour in Hannover noch einmal unmissverständlich klar:,Non-Propaganda,0
1199,56619282,1893204524967362979,"Der Sohn von Willy Brandt, Peter Brandt, und weitere Autoren über das Versagen Europas in der Ukraine-Politik",Non-Propaganda,0
1802,56627008,1889227321133203719,"Und zugleich tun wir nichts, das uns oder die Nato in diesen Krieg hineinzieht.",Non-Propaganda,0
814,56066557,1891211370710053358,"Alle Kostentreiber müssen auf den Prüfstand, gleichzeitig ist Energieeffizienz wichtig.",Propaganda,1
106,56117644,1885321945891127709,"Erstmals besteht die Gefahr, dass mit Stimmen der AfD Recht & Gesetz geändert wird und Deutschland aus der Mitte Europas heraustritt.",Propaganda,1
1684,56617192,1878750859477053692,"Was wir nicht brauchen, sind Sanktionen, die unsere Wirtschaft ruinieren und einen Überbietungswettbewerb, wer am meisten für Rüstung und Waffen ausgibt.",Propaganda,1
1825,56627144,1882457563352199380,Mit Afghanistan und baldmöglichst Syrien müssen Gespräche geführt werden.,Non-Propaganda,0
1690,56618998,1883895944577679682,Eine neue Realpolitik bei der Migration ist zwingend.,Propaganda,1
912,56620603,1891876282859667717,"WGs zahlen oft höhere Mieten, weil sie besonders selten alte Mietverträge haben.",Non-Propaganda,0
130,56303422,1888696028653646185,Das gibt es nur mit _FriedrichMerz.,Non-Propaganda,0
162,56117941,1884595439845974022,Aber Politik in unserem Land ist doch kein Pokerspiel.,Propaganda,1
165,56619449,1883144624107384926,Hier liegt ein Erbe brach bei der Union unter Friedrich Merz.,Propaganda,1
893,56067231,1889079520994476179,Die Multimillionäre werden reicher und reicher.,Non-Propaganda,0
322,56297078,1885985988725346463,Mich besorgt der zunehmende Protektionismus.,Non-Propaganda,0
877,56123793,1874443285038768382,"Frieden und Sicherheit, basierend auf Dialog, Zusammenarbeit und Verständigung.",Propaganda,1
467,56621424,1891231055195025757,Wir stehen an der Seite der Ukraine!,Propaganda,1
775,56066208,1891992799471337664,Man wird die AfD nicht mit Lichterketten klein machen.,Non-Propaganda,0
1879,56067282,1885819747142430769,"Niemals allein, immer gemeinsam.",Propaganda,1
68,56626818,1888538679611670660,Die Bruchstellen der Ampel-Koalition waren am Ende unüberwindbar.,Non-Propaganda,0
201,56118099,1893270955419414560,Das ist eine davon.,Non-Propaganda,0
486,56066789,1886076951472848965,Leider bekommt man so etwas im deutschen Mainstream nicht präsentiert.,Non-Propaganda,0
368,56621671,1877705268680691889,Wir werden Deutschland wiedernachvorne bringen.,Propaganda,1
1677,56298528,1881758845451620394,"Die USA werden jetzt zur Milliardärsrepublik – Trump, Musk, Zuckerberg und andere Milliardäre können nun ihre unsoziale Politik weiter ausbauen und sich mit ihrem Geld Mehrheitsmeinungen kaufen.",Propaganda,1
474,56619139,1890697598425563380,"OlafScholz macht deutlich, dass es nach der Bundestagswahl dafür auch eine Mehrheit geben wird.",Non-Propaganda,0
1911,56617223,1891714133512671233,Aber Netanyahu will den „Trump-Plan“ für Gaza und lehnt selbst eine Verwaltung des Gaza-Streifens durch die PLO ab.,Non-Propaganda,0
455,56620610,1876706515911876818,Nun versuchen ein Allianz CEO und seine Claqueure in der Politik dies über ein Interview abzuräumen.,Propaganda,1
376,56618879,1874487254749679949,"Ich fühle mit den Opfern und ihren Angehören und allen, die jetzt in Angst sind.",Non-Propaganda,0
39,56066808,1881638218027970841,Deutschland muss wieder auf Augenhöhe kommen!,Propaganda,1
1683,56123441,1893289648429863225,Aber Mietendeckel und Vergesellschaftung sind „zu radikal“?,Non-Propaganda,0
60,56122072,1892621466044084546,"Dieses Land muss ein offenes Land bleiben für Migration in den Arbeitsmarkt, in die Wissenschaft, in die Forschung.",Propaganda,1
913,56124837,1888677445987115173,"_FriedrichMerz: „Mich schmerzt, dass wir in diesem Land Demonstrationen haben, die über das Thema ‚Kampf gegen rechts’ geführt werden, aber kaum jemand in diesem Land noch an die Opfer und ihre Familien denkt und dafür auf die Straße gehen.",Propaganda,1
1046,56618090,1892855128291525087,"Wenn ich mir was wünschen dürfte” ist überall zu hören, wo es Podcasts gibt.",Non-Propaganda,0
1452,56117705,1876004592435273868,Klassische Desinformation!,Propaganda,1
1599,56296329,1876302011047743491,"Unser Livestream-Tipp für morgen, 7.1., 14:30 Uhr:",Non-Propaganda,0
325,56618950,1891140185280180729,Reparatur von Straßen & Brücken,Non-Propaganda,0
1904,56119456,1892153809100521960,Wir vergessen nicht.,Non-Propaganda,0
1550,56125643,1885641984960037046,"Er hat zeit seines Lebens wichtige Impulse gesetzt – in der Finanzpolitik, in der internationalen Zusammenarbeit, in der Verantwortung Deutschlands in der Welt.",Non-Propaganda,0
107,56615726,1884650435006366128,Die Brandmauer bröckelt.,Propaganda,1
705,56621688,1889309348670648812,"In meiner Rede im Bundestag begründe ich, warum es ein starkes BSW braucht, um zu verhindern, dass Deutschland in einen Krieg mit einer Atommacht gezogen wird:",Propaganda,1
30,56297608,1887646146371137938,Ich finde das falsch.,Non-Propaganda,0
133,56066144,1878172355421163880,"Danke an alle, die sich nicht von linken Chaoten haben abhalten lassen, diesen Tag zu einem erfolgreichen zu machen.",Propaganda,1
654,56617744,1887780077590528110,Warum?,Non-Propaganda,0
1381,56303425,1886398379439092025,Eine Politik der Vernunft und Gerechtigkeit.,Propaganda,1
1508,56296523,1889629349826977977,Dieses diplomatische Versagen ist unerträglich und wird uns teuer zu stehen kommen.,Propaganda,1
1490,56621287,1880320183623119051,Es ist Zeit für Reformen.,Propaganda,1
1832,56117691,1893386352734912525,Geht morgen alle wählen!,Non-Propaganda,0
854,56299043,1892916732534136936,Packen wir es an.,Propaganda,1
942,56615697,1892559263660208496,Sie alle wollen der breiten Mehrheit in die Tasche greifen.,Propaganda,1
992,56125694,1882399007575539970,Die AfD steht für eine Ellenbogengesellschaft.,Propaganda,1
680,56068295,1884974827624128805,"Als Opposition zu Aufrüstung, Wirtschaftssanktionen und Krieg fällt sie damit aus.",Propaganda,1
1135,56118788,1883205232353755607,Das ist unverantwortlich.,Non-Propaganda,0
1511,56616374,1890879305150026119,War es das wert werden die Historiker nach dem furchtbaren Blutbad in der Ukraine fragen.,Non-Propaganda,0
1668,56621257,1890359995650240989,Deswegen unterstützt er den Politikwechsel und gibt Friedrich Merz seine Stimmen.,Non-Propaganda,0
270,56620551,1881605801426743351,Die alten Parteien haben unser Land in die aktuelle Misere hineingeführt.,Propaganda,1
343,56296444,1893270259534024971,"Wir stehen für eine starke Wirtschaft, sicheren Wohlstand und unsere bayerischen Werte.",Propaganda,1
872,56620728,1887895149566378125,"Die zig Milliarden, die für unnötige Informationspflichten ausgegeben werden, wären besser für Investitionen oder in der Lohntüte der Beschäftigten aufgehoben:",Propaganda,1
519,56615592,1892952426501509147,"Die AfD steht für ein Deutschland, das funktioniert – für seine Bürger.",Propaganda,1
305,56122616,1884579659410465260,Friedrich Merz spricht im Rahmen der Regierungserklärung von Bundeskanzler Scholz.,Non-Propaganda,0
335,56627029,1891226959461699664,Die Mieten sind für viele Menschen zu hoch.,Non-Propaganda,0
1574,56066025,1876552278733115754,"Mehr ist von der Scholz-Ankündigung, “im großen Stil abschieben“, nicht geblieben.",Non-Propaganda,0
1688,56617649,1880644674207002789,Wir präsentieren: unser Wahlprogramm!,Non-Propaganda,0
151,56617859,1880643378024489068,Warum es Die Linke im Bundestag braucht?,Non-Propaganda,0
384,56304820,1878856450547782106,Warum wir uns vom BSW für Meinungsfreiheit und gegen eine übergriffige Cancel Culture stark machen:,Propaganda,1
291,56616431,1887202997328908380,Unsere Veranstaltungen sind überfüllt und die Umfragen schießen gerade alle nach oben - danke!,Non-Propaganda,0
731,56118977,1883546823027195913,Die Entwicklungen sind größer.,Non-Propaganda,0
38,56303401,1890139582265716771,"Wir können sie begutachten in den maroden Brücken, in der verspäteten Bahn und in den nicht sanierten Schulen.",Propaganda,1
185,56615871,1879507679099629737,"Damit das nicht so weitergeht, braucht es eine Volksabstimmung über ein Rentensystem nach dem Vorbild von Österreich.",Propaganda,1
819,56621584,1888233324772008143,Deutschland steckt in seiner tiefsten Wirtschaftskrise seit Jahrzehnten.,Non-Propaganda,0
1122,56118925,1888560931312922956,"Bei Robert Habeck wächst nur der Frust und nicht die Wirtschaft“, so CL beim BPT25. TL jetztFDP",Propaganda,1
73,56071473,1883875745526931724,"In den tagesthemen zum gefährlichen Verhalten der Union, zum Sicherheitspaket und der Notwendigkeit, dass die demokratischen Parteien in den Dialog gehen – aber basierend auf dem geltenden Recht und mit einer klaren Abgrenzung nach rechts.",Propaganda,1
1331,56618726,1890122610736001242,Es darf keine Verständigung über die Köpfe der Ukrainer hinweg geben.,Propaganda,1
1478,56071553,1888560588579639765,"Zeigen wir der Welt, dass mit ingenieurwissenschaftlicher Spitzenleistung aus Deutschland Klimaschutz versöhnt werden kann mit der Freiheit der persönlichen Lebensführung und dem wirtschaftlichen Fortschritt.",Propaganda,1
1542,56119415,1884735630233551085,"Ich kann ihm nicht mehr trauen, was ich bis vor einer Woche getan habe.",Propaganda,1
108,56117999,1883797689424384409,"Er soll uns Mahnung sein, die Erinnerung wachzuhalten & für Menschenwürde einzutreten.",Non-Propaganda,0
247,56621626,1893016080559247834,FriedrichMerz in Oberhausen klar: „Wir sind eine Partei der ganzen Gesellschaft.,Propaganda,1
1065,56117865,1880365179713585333,"Für mehr Wachstum, Investitionen und sichere Arbeitsplätze.",Propaganda,1
751,56123294,1890795648963772576,"Ihre Geschichte, verwoben mit der Geschichte der friedlichen Revolution, ist Appell, Mahnung und Antrieb",Propaganda,1
429,56616312,1888179954921148719,Aber in Schule und Verwaltung und im öffentlich-rechtlichen Rundfunk muss es eine klare Linie für die deutsche Rechtschreibung geben.,Non-Propaganda,0
1833,56621856,1892561364972908696,An wie vielen Krankenbetten stand OlafScholz ?,Propaganda,1
866,56618549,1886348671177924699,Ganz ohne Spickzettel.,Non-Propaganda,0
1105,56296680,1889916379152748851,Wir haben uns von Trump erpressbar gemacht.,Non-Propaganda,0
668,56621851,1892697071498432630,"Markus Preiß: ""Es wurde viel Geld verteilt, aber - außer von Herrn van Aken- keine Idee, wo es herkommen soll.",Propaganda,1
1064,56121567,1890091352421191877,Das lasse ich nicht zu.,Non-Propaganda,0
961,56616957,1875186392499937558,"Den Handschlag verweigern sie Annalena Baerbock, das Geld der Steuerzahler verteilt sie vermutlich trotzdem gerne an die neuen syrischen Machthaber.",Propaganda,1
136,56627051,1886414860390412363,Klare Worte von PrienKarin in Richtung Grüne und SPD!,Non-Propaganda,0
1557,56297589,1888688644526919871,"Wahnsinn, wie Scholz und Merz die Milliarden für die Rüstung rausschmeißen wollen.",Propaganda,1
858,56123398,1893199860146287055,"Ruhig im Ton, nüchtern in der Sache“ – so, laut tonline, hat unser Kanzlerkandidat roberthabeck in den TV-Quadrellen der vergangenen Tage performt.",Propaganda,1
610,56117861,1879423757900824647,Schwarz-grüne Annäherung bei Habecks Abkassiermodell.,Propaganda,1
1165,56304721,1884203179304489137,"Wir müssen dafür sorgen, dass wir die Weltoffenheit in unserem Land erhalten.",Propaganda,1
754,56621268,1876208275735052604,"Habeck will die deutsche Wirtschaft offenbar vollends ruinieren, indem er unser Land in Schulden stürzt.",Propaganda,1
1878,56125136,1887464806753472783,Das Ergebnis ist wenig überraschend:,Non-Propaganda,0
1750,56621580,1891892047256113607,"Reedereien scheffeln Milliardengewinne, während die Arbeiterinnen und Arbeiter im Hafen bei Wind und Wetter zur Schicht gehen müssen.",Propaganda,1
673,56071955,1884172719497019795,Eine direkte oder indirekte Zusammenarbeit mit verfassungsfeindlichen Kräften darf es nicht geben.,Non-Propaganda,0
1941,56621825,1873764643795329393,Ein Warnschuss.,Non-Propaganda,0
1577,56595124,1884209465018417373,Noch kann die CDU diesen Irrweg beenden.,Propaganda,1
1480,56071888,1892702718910771680,Die AfD streicht diese und alle anderen Klimaabgaben.,Non-Propaganda,0
847,56123855,1883983320897446190,Bei hartaberfair wird wieder die fehlerhafte ZEW-Studie zur Steuerpolitik eingeblendet.,Non-Propaganda,0
1304,56296588,1879551839152091181,Wir wollen 95 Prozent der Arbeitnehmer und Arbeitnehmerinnen entlasten.,Non-Propaganda,0
745,56616230,1893310527171912113,"Alexander Dobrindt: Wir sind die politische Kraft, die Ordnung schafft!",Propaganda,1
1243,56065726,1888694465981784069,Wir sagen ganz klar: Wir entlasten Millionen und nicht Millionäre.,Propaganda,1
238,56618786,1892925455465927093,"Statt darüber zu berichten, was die Menschen wirklich interessiert - zum Beispiel hohe Energiepreise, Inflation oder Sicherheit - feiern die ÖRR-Medien Demos gegen die Opposition, die mit Steuermitteln finanziert werden.",Propaganda,1
1265,56617846,1891878639710392374,"Überall, wo es Podcasts gibt oder auf YouTube:",Non-Propaganda,0
276,56121758,1881311551757619440,Raus aus Trumps Energie-Falle!,Propaganda,1
300,56071901,1893318851196018688,Wochen voller Einsatz liegen hinter uns.,Non-Propaganda,0
867,56071999,1892891355904344110,Das geht nur mit der CSU.,Propaganda,1
622,56126133,1893410754629337283,"Es braucht eine Kraft in Verantwortung, die für echten Klimaschutz steht.",Propaganda,1
1068,56616356,1884622810963702097,Mit SPD und Grünen gibt es keinen Richtungswechsel in der Migrationspolitik.,Propaganda,1
